run,type,entropy_0,entropy_1,entropy_2,entropy_3,entropy_4,entropy_5,entropy_6,entropy_7,entropy_8,entropy_9,entropy_10,entropy_11,entropy_12,entropy_13,entropy_14,entropy_15,entropy_16,entropy_17,entropy_18,entropy_19,entropy_20,entropy_21,entropy_22,entropy_23,entropy_24,entropy_25,entropy_26,entropy_27,entropy_28,entropy_29,entropy_30,entropy_31,entropy_32,entropy_33,entropy_34,entropy_35,entropy_36,entropy_37,entropy_38,entropy_39,entropy_40,entropy_41,entropy_42,entropy_43,entropy_44,entropy_45,entropy_46,entropy_47,entropy_48,entropy_49,entropy_50,entropy_51,entropy_52,entropy_53,entropy_54,entropy_55,entropy_56,entropy_57,entropy_58,entropy_59,entropy_60,entropy_61,entropy_62,entropy_63,entropy_64,entropy_65,entropy_66,entropy_67,entropy_68,entropy_69,entropy_70,entropy_71,entropy_72,entropy_73,entropy_74,entropy_75,entropy_76,entropy_77,entropy_78,entropy_79,entropy_80,entropy_81,entropy_82,entropy_83,entropy_84,entropy_85,entropy_86,entropy_87,entropy_88,entropy_89,entropy_90,entropy_91,entropy_92,entropy_93,entropy_94,entropy_95,entropy_96,entropy_97,entropy_98,entropy_99,entropy_100,entropy_101,entropy_102,entropy_103,entropy_104,entropy_105,entropy_106,entropy_107,entropy_108,entropy_109,entropy_110,entropy_111,entropy_112,entropy_113,entropy_114,entropy_115,entropy_116,entropy_117,entropy_118,entropy_119,entropy_120,entropy_121,entropy_122,entropy_123,entropy_124,entropy_125,entropy_126,entropy_127,entropy_128,entropy_129,entropy_130,entropy_131,entropy_132,entropy_133,entropy_134,entropy_135,entropy_136,entropy_137,entropy_138,entropy_139,entropy_140,entropy_141,entropy_142,entropy_143,entropy_144
149,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,lost,0,4.807354922,6.022367813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,won,0,1,1,1,1,1,1,1,1,1,1,2.584962501,2.584962501,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,won,0,4.807354922,6.845490051,3.169925001,3.169925001,4.754887502,4.169925001,4.392317423,4.392317423,3.807354922,3.807354922,3.807354922,3.807354922,6.392317423,6.392317423,7.977279923,5.392317423,5.392317423,5.392317423,5.392317423,6.392317423,6.392317423,7.392317423,6.169925001,6.169925001,6.169925001,5.169925001,4.169925001,4.169925001,4.169925001,5.754887502,5.754887502,5.754887502,5.754887502,5.169925001,4.169925001,4.169925001,4.169925001,4.169925001,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,won,0,3,4.392317423,5.169925001,6.62935662,6.285402219,4.95419631,7.276124405,7.700439718,6.375039431,5.426264755,5.930737338,5.426264755,3.584962501,3,4.584962501,4.584962501,2.584962501,2.584962501,2.584962501,2.584962501,4.584962501,3.584962501,3.584962501,3.584962501,3.584962501,3.584962501,1,1,1,0,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,3.169925001,3.169925001,3,4.584962501,4.584962501,3,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,1,2.584962501,2,1,2.584962501,2.584962501,2.321928095,2.321928095,2.321928095,2.321928095,2.321928095,3.906890596,3.321928095,1.584962501,1,1,2.584962501,2.584962501,0,0,0,0,0,0,1.584962501,2.584962501,3.321928095,2.321928095,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,won,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3.584962501,3,3,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1,1,1,1,1,2.584962501,2.584962501,2,2,1,1,1,0,0,1.584962501,1.584962501,0,0,0,0,0,0,0,1,1,0,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,lost,0,3,4.392317423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,lost,0,5.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,aborted,0,3,3.700439718,4.700439718,5.614709844,5.247927513,6.754887502,7.451211112,9.531381461,11.85330956,14.40872778,13.99612036,14.9987667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,lost,0,5.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,won,0,2.584962501,2.584962501,4.169925001,2.584962501,2.584962501,4.906890596,4.906890596,4.906890596,4.169925001,3.584962501,3.584962501,3.584962501,3.584962501,3.584962501,5.169925001,3.584962501,3.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,3.584962501,3.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,lost,0,4.807354922,6.022367813,4.247927513,4.700439718,5.554588852,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,lost,0,3,3.700439718,4.459431619,4.087462841,6.845490051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,won,0,4.807354922,7.475733431,5.754887502,3.169925001,2.584962501,2,2,1,1,1,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,1,1,1,2.584962501,2.584962501,2,1,1,1,1,1,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,lost,0,4.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,lost,0,6.129283017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,won,0,3.459431619,3.459431619,5.044394119,5.672425342,5.672425342,5.672425342,5.672425342,6.392317423,6.22881869,7.285402219,6.672425342,8.257387843,8.257387843,8.257387843,8.672425342,10.25738784,10.25738784,7.672425342,7.672425342,6.584962501,6.584962501,6.584962501,6.754887502,6.754887502,6.754887502,6.754887502,6.754887502,7.754887502,7.754887502,6.754887502,6.754887502,6.754887502,6.754887502,6.754887502,7.754887502,7.754887502,6.754887502,6.754887502,6.754887502,6.754887502,7.339850003,6.754887502,6.754887502,6.754887502,5.169925001,5.169925001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,lost,0,5.807354922,8.894817763,11.12605912,9.971543554,8.894817763,11.97297979,9.531381461,12.68825031,10.64835758,7.459431619,8.076815597,6.87036472,9.74819285,10.23361968,10.95274125,9.703903573,7.257387843,7.787902559,7.257387843,8.335390355,8.335390355,9.084808388,10.48582931,10.48582931,10.74399286,10.08878824,12.81798293,12.25029842,13.56224242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,won,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,lost,0,5.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,lost,0,3,3.700439718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,won,0,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.584962501,2.584962501,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3.584962501,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,won,0,4.807354922,3.584962501,5.169925001,3.584962501,3.584962501,3.584962501,3.584962501,3.584962501,4.584962501,3.584962501,5.169925001,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,4.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,lost,0,3,4.584962501,6.169925001,6.942514505,7.62935662,8.108524457,7.794415866,9.169925001,9.693486957,8.491853096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,won,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1.584962501,1.584962501,1.584962501,1.584962501,1,0,1,0,0,0,0,0,0,0,0,0,1.584962501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,won,0,3,4.392317423,3.169925001,4.584962501,3.584962501,1,1,1,2.584962501,2,1.584962501,0,0,0,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,3.169925001,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,1.584962501,3.169925001,1.584962501,1.584962501,3.169925001,3.169925001,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,won,0,4.169925001,4.169925001,2.584962501,2.584962501,3.584962501,2.584962501,2.584962501,2.584962501,2,3,3,2,2,1,1,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,won,0,3,5.491853096,5.754887502,3.906890596,4.169925001,4.169925001,4.169925001,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,4.169925001,4.169925001,4.169925001,4.169925001,4.169925001,5.169925001,5.169925001,4.169925001,5.169925001,5.169925001,5.754887502,5.169925001,5.754887502,5.169925001,5.169925001,5.169925001,5.169925001,4.169925001,5.169925001,3.584962501,4.584962501,4,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,won,0,0,0,0,0,0,1.584962501,1.584962501,1.584962501,2,2,2,2,2,2,2,2,2,2,2,3.584962501,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,won,0,4.807354922,8.049848549,9.2644426,8.721099189,6.554588852,6.906890596,2,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,won,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,lost,0,4.807354922,6.022367813,4.906890596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,lost,0,4.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,aborted,0,5.807354922,8.894817763,11.97297979,14.04899765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,lost,0,4.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,won,0,1,1,1,1,2.584962501,1,1,3.321928095,3.321928095,3.807354922,3.321928095,3,3,3.321928095,3,3,1,1,1,1,1,1,1,1,1,1,1,2.584962501,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,won,0,2.584962501,2.584962501,2.584962501,2.584962501,3.584962501,3.584962501,2.584962501,2.584962501,4.169925001,4.169925001,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,lost,0,4.807354922,8.049848549,9.2644426,8.721099189,6.554588852,8.044394119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,lost,0,5.807354922,8.894817763,11.97297979,10.70390357,11.06339508,9.724513853,10.68562484,10.29576893,11.70130646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,aborted,0,5.807354922,5.832890014,5.044394119,6.044394119,7.339850003,7.562242424,6.87036472,6.442943496,5.491853096,8.076815597,7.813781191,8.430452552,7.076815597,7.714245518,4.754887502,6.339850003,4.754887502,4.754887502,4.754887502,4.754887502,6.339850003,5.169925001,4.584962501,3.584962501,5.169925001,5.169925001,8.491853096,7.977279923,7.977279923,7.491853096,9.076815597,9.076815597,10.6617781,11.39874369,12.98370619,12.98370619,12.39874369,15.30563429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,lost,0,4.807354922,6.022367813,4.906890596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,won,0,1.584962501,0,0,1.584962501,1,1,1.584962501,1.584962501,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,won,0,4,4,3,4.584962501,3.584962501,3.584962501,2,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4.584962501,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,lost,0,3,3.700439718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,won,0,4.807354922,6.022367813,4.906890596,1.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,2.584962501,3.321928095,4.459431619,4.459431619,4.459431619,4.459431619,4.459431619,4.459431619,5.247927513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,lost,0,3.321928095,4.700439718,5.247927513,6.714245518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,lost,0,4.807354922,7.475733431,5.754887502,6.906890596,5.977279923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,lost,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,lost,0,6.129283017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,lost,0,4.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,won,0,2.584962501,2.584962501,1.584962501,1.584962501,1.584962501,3.169925001,3.169925001,3.169925001,3.169925001,1.584962501,1.584962501,1,1,1,1,1,2.584962501,1,1,2,2,2,3,3,3.584962501,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,lost,0,4.807354922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
